fonte,entidade,origem_arquivo,origem_registro,campo_original,campo_normalizado,tipo_original,rotulo_original,descricao_original,origem_conjunto,descricao_do_conjunto_original,modulo,publicado_em
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/c53404e0-e0c9-4160-b968-a3623351ca80/download/loa-2012-pl-00552-2011-emendas.json,data/raw/loa/29f0d859f2a26b4d.json,[].justificativaRelatoria,[].justificativarelatoria,string,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2012-PL-00552-2011-EMENDAS",loa.py,não publicado
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/7c562e95-612b-442e-a450-32088fbd6ad2/download/loa-2020-pl-00645-2019-final.json,data/raw/loa/00e14bf21095136f.json,[].localizacao,[].localizacao,number,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2020-PL-00645-2019-FINAL",loa.py,leis-orcamentarias-dotacao.localizacao
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/7c562e95-612b-442e-a450-32088fbd6ad2/download/loa-2020-pl-00645-2019-final.json,data/raw/loa/00e14bf21095136f.json,[].meta,[].meta,number,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2020-PL-00645-2019-FINAL",loa.py,leis-orcamentarias-dotacao.meta
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/7c562e95-612b-442e-a450-32088fbd6ad2/download/loa-2020-pl-00645-2019-final.json,data/raw/loa/00e14bf21095136f.json,[].nomeLocalizacao,[].nomelocalizacao,string,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2020-PL-00645-2019-FINAL",loa.py,leis-orcamentarias-dotacao.nome_localizacao
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/7c562e95-612b-442e-a450-32088fbd6ad2/download/loa-2020-pl-00645-2019-final.json,data/raw/loa/00e14bf21095136f.json,[].nomeSubtitulo,[].nomesubtitulo,string,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2020-PL-00645-2019-FINAL",loa.py,leis-orcamentarias-dotacao.nome_subtitulo
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/c53404e0-e0c9-4160-b968-a3623351ca80/download/loa-2012-pl-00552-2011-emendas.json,data/raw/loa/29f0d859f2a26b4d.json,[].numero,[].numero,number,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2012-PL-00552-2011-EMENDAS",loa.py,não publicado
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/7c562e95-612b-442e-a450-32088fbd6ad2/download/loa-2020-pl-00645-2019-final.json,data/raw/loa/00e14bf21095136f.json,[].produto,[].produto,string,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2020-PL-00645-2019-FINAL",loa.py,não publicado
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/7c562e95-612b-442e-a450-32088fbd6ad2/download/loa-2020-pl-00645-2019-final.json,data/raw/loa/00e14bf21095136f.json,[].programa,[].programa,number,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2020-PL-00645-2019-FINAL",loa.py,leis-orcamentarias-dotacao.programa
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/c53404e0-e0c9-4160-b968-a3623351ca80/download/loa-2012-pl-00552-2011-emendas.json,data/raw/loa/29f0d859f2a26b4d.json,[].situacao,[].situacao,string,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2012-PL-00552-2011-EMENDAS",loa.py,não publicado
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/7c562e95-612b-442e-a450-32088fbd6ad2/download/loa-2020-pl-00645-2019-final.json,data/raw/loa/00e14bf21095136f.json,[].subfuncao,[].subfuncao,number,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2020-PL-00645-2019-FINAL",loa.py,leis-orcamentarias-dotacao.subfuncao
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/7c562e95-612b-442e-a450-32088fbd6ad2/download/loa-2020-pl-00645-2019-final.json,data/raw/loa/00e14bf21095136f.json,[].subtitulo,[].subtitulo,number,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2020-PL-00645-2019-FINAL",loa.py,leis-orcamentarias-dotacao.subtitulo
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/7c562e95-612b-442e-a450-32088fbd6ad2/download/loa-2020-pl-00645-2019-final.json,data/raw/loa/00e14bf21095136f.json,[].unidadeMedida,[].unidademedida,string,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2020-PL-00645-2019-FINAL",loa.py,não publicado
json-portal,loa,GET https://dados.cl.df.gov.br/dataset/70a5abf8-f300-40f2-b319-fd0fa079e673/resource/7c562e95-612b-442e-a450-32088fbd6ad2/download/loa-2020-pl-00645-2019-final.json,data/raw/loa/00e14bf21095136f.json,[].uo,[].uo,number,n/d,n/d,data/raw/loa/c6ba18461aea6574.json,"A Lei Orçamentária Anual (LOA) estabelece as despesas e estima as receitas do Distrito Federal para o exercício seguinte, na forma do disposto nos arts. 149 e 150, § 3º, da Lei Orgânica do Distrito Federal, combinados com as orientações da Lei de Diretrizes Orçamentárias – LDO correspondente, da Lei federal nº 4.320, de 17 de março de 1964 e da Lei Complementar nº 101, de 4 de maio de 2000, Lei de Responsabilidade Fiscal (LRF).

Para cada projeto de lei são gerados 3 arquivos:

O Anexo I da mensagem enviada pelo Governador do Distrito Federal com a proposta inicial.
As emendas realizadas durante a tramitação na CLDF. Como a atualização será diária, este arquivo conterá as emendas protocoladas até o dia anterior.
O Anexo I do projeto de lei contendo a proposta inicial alterada pelas emendas acatadas. Este arquivo será disponibilizado após a conclusão da tramitação do projeto. || LOA-2020-PL-00645-2019-FINAL",loa.py,leis-orcamentarias-dotacao.unidade_orcamentaria
